Do not want a robot?,General_Connect_to_Agent
Hi can you transfer me,General_Connect_to_Agent
How can I skip the recorded menu and go straight to a live person?,General_Connect_to_Agent
I don't want to talk to a bot.,General_Connect_to_Agent
I don't want to talk to you,General_Connect_to_Agent
Is there anyone there I can actually talk to for real?,General_Connect_to_Agent
I need to speak to a representative. How would I go about doing so?,General_Connect_to_Agent
I want agent,General_Connect_to_Agent
I want a manager,General_Connect_to_Agent
I want an agent to help me,General_Connect_to_Agent
I want to talk to a person,General_Connect_to_Agent
I would like to speak to a human,General_Connect_to_Agent
I would like to speak to someone,General_Connect_to_Agent
Need help from human,General_Connect_to_Agent
Please assist me to get to an agent,General_Connect_to_Agent
Operator please,General_Connect_to_Agent
Please connect me to a live agent,General_Connect_to_Agent
Please let me talk to a human being.,General_Connect_to_Agent
Pls connect,General_Connect_to_Agent
Put me through to someone,General_Connect_to_Agent
representative,General_Connect_to_Agent
Hey there,General_Greetings
Hey there all,General_Greetings
Hey how are you doing,General_Greetings
Hello,General_Greetings
Hello Agent,General_Greetings
Have you been well?,General_Greetings
Greetings,General_Greetings
Good to see you,General_Greetings
Good morning,General_Greetings
Good evening,General_Greetings
Good day,General_Greetings
hiya,General_Greetings
yo,General_Greetings
How are things going?,General_Greetings
How are you today?,General_Greetings
How have you been?,General_Greetings
hi,General_Greetings
How r u?,General_Greetings
Looking good eve,General_Greetings
Hey you,General_Greetings
How is it going?,General_Greetings
You there,General_Greetings
Who is this?,General_Greetings
What's up?,General_Greetings
Hello I am looking for some help here,General_Greetings
What's new?,General_Greetings
Hi there,General_Greetings
Hey twin,General_Greetings
Hi advisor,General_Greetings
Ok take me back,General_Greetings
arrivederci,Goodbye
see ya,Goodbye
bye,Goodbye
good bye,Goodbye
so long,Goodbye
ciao,Goodbye
what can i say,Help
can you help,Help
can you assist me,Help
help,Help
help me decide,Help
help me,Help
i need assistance,Help
what can i do,Help
thanks,Thanks
much appreciated,Thanks
i appreciate it,Thanks
thx,Thanks
thank you very much,Thanks
that's nice of you,Thanks
many thanks,Thanks
thank you,Thanks
